ID	Leftover	Build	Cover Dependence	Cover Data	Previous Setup	Setup	Next Setup	Pieces	Solve %	Solve Fraction	Mirror
8205AABFFD	TTILJSZ	TILJ	T,[^O]p4{ILJ=1}	0000003F000FCFFFFC0		v115@9gilGeglwwHeywDei0zhEeg0JeAgH9giWDei0gWQLF?ewwg0ySDeSawhSaBeyhQLJeAgH		[TSZ]!,*p4	100.00%	5040/5040	NULL
8205AABFFE	TTILJSZ	TILJ	T,[^O]p4{ILJ=1}	0000FFFFFFFFF000000		v115@9gzhFeywGeg0wwGegli0DeilJeAgH9gTaBezhSLDey?wAeQLFewwUeAgH		[TSZ]!,*p4	99.48%	5014/5040	NULL
8205AABFFF	TTILJSZ	TILJ	T,[^O]p4{ILJ=1}	1		v115@9gh0Heg0Ieg0wwGeglywzhilJeAgH		[TSZ]!,*p4	98.89%	4984/5040	NULL
8205AAEFFE	TTILJSZ	TILS	T,[^O]p4{ILS=1}	082BF3A83FFFF0E0020		v115@DhzhGeQ4hlFewwR4glEeywQ4glJeAgHOhgWRpFeglA?egWFehlwSQLKeAgH		[TJZ]!,*p4	100.00%	5040/5040	8205ABBBFE
8205AAEFFF	TTILJSZ	TILS	T,[^O]p4{ILS=1}	1		v115@EhhlwhHeglwhEeR4wwglwhDeR4ywwhJeAgH		[TJZ]!,*p4	99.84%	5032/5040	8205ABBBFF
8205AAFBFE	TTILJSZ	TILZ	T,[^O]p4{ILZ=1}	0FFFFFEFBFFFFFEBFBE		v115@9gwhilFewhglAtGewhBtwwFewhAtywOeAgH+gSaFew?hAegWGexhAeQaFeAtwhAeRaOeAgH+gCtFeQaAeQpGeQawSH?eAPxSQeAgH		[TJS]!,*p4	100.00%	5040/5040	8205ABAFFE
8205AAFBFF	TTILJSZ	TILZ	T,[^O]p4{ILZ=1}	00FCE0D37FFFF397F4D		v115@9gwhHeAtwhwwFeBtwhxwEeAtglwhwwEeilJeAgH		[TJS]!,*p4	100.00%	5040/5040	8205ABAFFF
8205ABAFFE	TTILJSZ	TIJS	T,[^O]p4{IJS=1}	0FBFFFFFFFFFEBFFEBE		v115@Dhi0whGeQ4g0whFewwR4whEeywQ4whJeAgHDhSLHeQ?aAewwFeglAegWwwEehlAegWAtJeAgHDhCtHeQaAeQLHewhQ?LGexhAPJeAgH		[TLZ]!,*p4	100.00%	5040/5040	8205AAFBFE
8205ABAFFF	TTILJSZ	TIJS	T,[^O]p4{IJS=1}	034FC70FFFFCD5CFD4D		v115@9gQ4HewhR4Fewwwhg0Q4Eexwwhi0EewwwhJeAgH		[TLZ]!,*p4	100.00%	5040/5040	8205AAFBFF
8205ABBBFE	TTILJSZ	TIJZ	T,[^O]p4{IJZ=1}	0BF9CA0FFFFE0700020		v115@9gzhFeh0AtGeg0BtwwFeg0AtywOeAgHHhRawhHewhA?eQaGeglwhRaOeAgH		[TLS]!,*p4	100.00%	5040/5040	8205AAEFFE
8205ABBBFF	TTILJSZ	TIJZ	T,[^O]p4{IJZ=1}	1		v115@9gwhh0Gewhg0Hewhg0wwBtEewhywBtNeAgH		[TLS]!,*p4	99.84%	5032/5040	8205AAEFFF
8205ABEBFF	TTILJSZ	TISZ	T,[^O]p4{ISZ=1}	1		v115@9gBtHewwBtGexwR4FewwR4CezhJeAgH		[TLJ]!,*p4	100.00%	5040/5040	NULL
8205AEAFFF	TTILJSZ	TLJS	T,[^O]p4{LJS=1}	1		v115@9gh0R4Feg0R4Geg0wwGeglywDeilJeAgH		[TIZ]!,*p4	100.00%	5040/5040	8205AEBBFF
8205AEBBFF	TTILJSZ	TLJZ	T,[^O]p4{LJZ=1}	1		v115@DhBthlGeBtglg0Gewwgli0DeywJeAgH		[TIS]!,*p4	100.00%	5040/5040	8205AEAFFF
8205AEEBFF	TTILJSZ	TLSZ	T,[^O]p4{LSZ=1}	1		v115@DhBthlGeBtglFeR4wwglEeR4ywJeAgH		[TIJ]!,*p4	100.00%	5040/5040	8205AFABFF
8205AFABFF	TTILJSZ	TJSZ	T,[^O]p4{JSZ=1}	1		v115@9gh0R4Feg0R4Geg0wwBtFeywBtOeAgH		[TIL]!,*p4	100.00%	5040/5040	8205AEEBFF
8205EAFFFE	TTILJSZ	TIL	T,[^O]p3{IL=1}	0547BFD		v115@9gglIeglHewwhlFexwzhEewwJeAgH		[TJSZ]!,*p3	100.00%	5040/5040	8205EBBFFE
8205EAFFFF	TTILJSZ	TIL	T,[^O]p4{TIL=1}	0A28A2AFC7ABF1C01C7		v115@FhhlIeglHewwglzhCeywJeAgH		T,[JSZ]!,*p3	100.00%	1260/1260	8205EBBFFF
8205EBBFFE	TTILJSZ	TIJ	T,[^O]p3{IJ=1}	051E7FD		v115@Ghg0wwHeg0xwFeh0wwEezhJeAgH		[TLSZ]!,*p3	100.00%	5040/5040	8205EAFFFE
8205EBBFFF	TTILJSZ	TIJ	T,[^O]p4{TIJ=1}	0A28ABF1E8AFE38070E		v115@9gh0Heg0Ieg0wwHeywCezhJeAgH		T,[LSZ]!,*p3	100.00%	1260/1260	8205EAFFFF
8205EBEFFF	TTILJSZ	TIS	T,[^O]p3{IS=1}	1		v115@HhwwIexwR4FewwR4CezhJeAgH		[TLJZ]!,*p3	100.00%	5040/5040	8205EBFBFF
8205EBFBFF	TTILJSZ	TIZ	T,[^O]p3{IZ=1}	1		v115@QhwwFeBtxwzhCeBtwwJeAgH		[TLJS]!,*p3	100.00%	5040/5040	8205EBEFFF
8205EEBFFF	TTILJSZ	TLJ	T,[^O]p3{LJ=1}	1		v115@FhhlIeglg0Gewwgli0DeywJeAgH		[TISZ]!,*p3	100.00%	5040/5040	NULL
8205EEEFFF	TTILJSZ	TLS	T,[^O]p3{LS=1}	1		v115@FhhlIeglFeR4wwglEeR4ywJeAgH		[TIJZ]!,*p3	100.00%	5040/5040	8205EFBBFF
8205EFBBFF	TTILJSZ	TJZ	T,[^O]p3{JZ=1}	1		v115@9gh0Heg0Ieg0wwBtFeywBtOeAgH		[TILS]!,*p3	100.00%	5040/5040	8205EEEFFF
8209AABFFF	TTILJSO	TILJ	T,[^Z]p4{ILJ=1}	1		v115@FhhlIeglg0Gewwgli0zhywJeAgH		[TSO]!,*p4	99.17%	4998/5040	8211AABFFF
8209AAEFFE	TTILJSO	TILS	T,[^Z]p4{ILS=1}	082BF3A83FFFF0E0020		v115@DhzhGeQ4hlFewwR4glEeywQ4glJeAgHOhgWRpFeglA?egWFehlwSQLKeAgH		[TJO]!,*p4	100.00%	5040/5040	8211ABBBFE
8209AAEFFF	TTILJSO	TILS	T,[^Z]p4{ILS=1}	1		v115@EhhlwhFeR4glwhEeR4wwglwhFeywwhJeAgH		[TJO]!,*p4	100.00%	5040/5040	8211ABBBFF
8209AAFEFF	TTILJSO	TILO	T,[^Z]p4{ILO=1}	1		v115@9gwhGehlwhHeglwhRpEewwglwhRpDeywJeAgH		[TJS]!,*p4	100.00%	5040/5040	8211ABBEFF
8209ABAFFE	TTILJSO	TIJS	T,[^Z]p4{IJS=1}	0FBFFFFFFFFFEBFFEBE		v115@Dhi0whGeQ4g0whFewwR4whEeywQ4whJeAgHDhSLHeQ?aAewwFeglAegWwwEehlAegWAtJeAgHDhCtHeQaAeQLHewhQ?LGexhAPJeAgH		[TLO]!,*p4	100.00%	5040/5040	8211AAFBFE
8209ABAFFF	TTILJSO	TIJS	T,[^Z]p4{IJS=1}	1		v115@9gh0R4Eewhg0R4Fewhg0wwGewhywFewhJeAgH		[TLO]!,*p4	99.25%	5002/5040	8211AAFBFF
8209ABBEFD	TTILJSO	TIJO	T,[^Z]p4{IJO=1}	03F0008FEB88800E008		v115@DhzhGeRpg0FewwRpg0Eeywh0JeAgH		[TLS]!,*p4	100.00%	5040/5040	8211AAFEFD
8209ABBEFE	TTILJSO	TIJO	T,[^Z]p4{IJO=1}	0BF9CA0FC0020700020		v115@9gzhFei0GeRpg0wwFeRpywOeAgH		[TLS]!,*p4	100.00%	5040/5040	8211AAFEFE
8209ABBEFF	TTILJSO	TIJO	T,[^Z]p4{IJO=1}	1		v115@9gwhh0Gewhg0Hewhg0wwEeRpwhywDeRpJeAgH		[TLS]!,*p4	99.64%	5022/5040	8211AAFEFF
8209ABEEFE	TTILJSO	TISO	T,[^Z]p4{ISO=1}	0FC383FFFF000E3F000		v115@9gwwHewhxwGewhwwR4DeRpwhR4EeRpwhJeAgH		[TLJ]!,*p4	100.00%	5040/5040	8211ABFAFE
8209ABEEFF	TTILJSO	TISO	T,[^Z]p4{ISO=1}	1		v115@GhwhIewhCeR4wwAeRpwhBeR4ywRpwhJeAgH		[TLJ]!,*p4	99.76%	5028/5040	8211ABFAFF
8209AEAFFF	TTILJSO	TLJS	T,[^Z]p4{LJS=1}	1		v115@Ehi0glGeQ4g0glFewwR4hlDeywQ4JeAgH9gQ4FegHB?PwwQ4FewDAPAtQ4EeQLgWQLBtg0CeQLBegWJeAgH		[TIO]!,*p4	99.88%	5034/5040	8211AEBBFF
8209AEBEFC	TTILJSO	TLJO	T,[^Z]p4{LJO=1}	03FFC0EFFFFFFBFA38E		v115@9gilGeglRpFewwg0RpEexwi0FewwJeAgH9gCtGewhA?eQpGewSAeQaGeCPQeAgH		[TIS]!,*p4	99.84%	5032/5040	8211AEBEFD
8209AEBEFD	TTILJSO	TLJO	T,[^Z]p4{LJO=1}	000000000FC3FFFF000		v115@FhRpGewwRpg0Eeywgli0DeilJeAgH		[TIS]!,*p4	99.76%	5028/5040	8211AEBEFC
8209AEBEFE	TTILJSO	TLJO	T,[^Z]p4{LJO=1}	000FC0300FC3FFFF0C3		v115@Ehi0wwFeRpg0xwEeRpglwwFeilJeAgH		[TIS]!,*p4	99.64%	5022/5040	8211AEBEFE
8209AEBEFF	TTILJSO	TLJO	T,[^Z]p4{LJO=1}	0FFFFF2FCE03FB8ACB2		v115@9gg0Iei0FewwRpBeglCexwRpilDewwJeAgH		[TIS]!,*p4	98.17%	4948/5040	8211AEBEFF
8209AEEEFE	TTILJSO	TLSO	T,[^Z]p4{LSO=1}	000000000003FFFF000		v115@DhR4RpEeR4wwRpFeywglGeilJeAgH		[TIJ]!,*p4	100.00%	5040/5040	8211AFBAFE
8209AEEEFF	TTILJSO	TLSO	T,[^Z]p4{LSO=1}	1		v115@FhhlGeR4glRpDeR4wwglRpEeywJeAgH		[TIJ]!,*p4	100.00%	5040/5040	8211AFBAFF
8209AFAEFE	TTILJSO	TJSO	T,[^Z]p4{JSO=1}	0FFFABFFFFFFFFECB2C		v115@EhywHewwg0RpEeR4g0RpDeR4h0JeAgHEhyhHeglHeg?WAewhFehWQawhJeAgH		[TIL]!,*p4	100.00%	5040/5040	8211AEFAFE
8209AFAEFF	TTILJSO	TJSO	T,[^Z]p4{JSO=1}	1		v115@9gh0R4Feg0R4Geg0wwFeRpywEeRpJeAgH		[TIL]!,*p4	100.00%	5040/5040	8211AEFAFF
8209EAFFFF	TTILJSO	TIL	T,[^Z]p3{IL=1}	1		v115@QhwwilEexwglzhDewwJeAgH		[TJSO]!,*p3	100.00%	5040/5040	8211EBBFFF
8209EBBFFF	TTILJSO	TIJ	T,[^Z]p3{IJ=1}	1		v115@9gwhh0Gewhg0Hewhg0wwGewhywPeAgH		[TLSO]!,*p3	99.88%	5034/5040	8211EAFFFF
8209EBEFFF	TTILJSO	TIS	T,[^Z]p3{IS=1}	1		v115@GhwhIewhAeR4wwEewhR4ywDewhJeAgH		[TLJO]!,*p3	100.00%	5040/5040	8211EBFBFF
8209EBFEFF	TTILJSO	TIO	T,[^Z]p3{IO=1}	1		v115@9gwhIewhIewhRpEewwAewhRpDeywJeAgH		[TLJS]!,*p3	100.00%	5040/5040	8211EBFEFF
8209EEBFFF	TTILJSO	TLJ	T,[^Z]p3{LJ=1}	1		v115@FhhlIeglg0Gewwgli0DeywJeAgH		[TISO]!,*p3	99.13%	4996/5040	8211EEBFFF
8209EEFEFF	TTILJSO	TLO	T,[^Z]p3{LO=1}	1		v115@FhhlIeglRpFewwglRpEeywJeAgH		[TIJS]!,*p3	100.00%	5040/5040	8211EFBEFF
8209EFAFFE	TTILJSO	TJS	T,[^Z]p3{JS=1}	0BFFFEA		v115@EhywHewwg0GeR4g0FeR4h0JeAgHEhyhHeglHegWAew?hFehWQawhJeAgH		[TILO]!,*p3	100.00%	5040/5040	8211EEFBFE
8209EFAFFF	TTILJSO	TJS	T,[^Z]p3{JS=1}	1		v115@9gh0R4Feg0R4Geg0wwHeywQeAgH		[TILO]!,*p3	100.00%	5040/5040	8211EEFBFF
8209EFBEFF	TTILJSO	TJO	T,[^Z]p3{JO=1}	1		v115@9gh0Heg0Ieg0wwFeRpywEeRpJeAgH		[TILS]!,*p3	100.00%	5040/5040	8211EEFEFF
8209EFEEFF	TTILJSO	TSO	T,[^Z]p3{SO=1}	1		v115@RhRpDeR4wwAeRpCeR4ywJeAgH		[TILJ]!,*p3	100.00%	5040/5040	8211EFFAFF
8211AABFFF	TTILJZO	TILJ	T,[^S]p4{ILJ=1}	1		v115@9gh0Heg0Ieg0wwGeglywzhilJeAgH		[TZO]!,*p4	99.05%	4992/5040	8209AABFFF
8211AAFBFE	TTILJZO	TILZ	T,[^S]p4{ILZ=1}	0FBFFFFFBFFFFBFBFBE		v115@9gwhilFewhglAtGewhBtwwFewhAtywOeAgH+gSaFew?hAegWGexhAeQaFeAtwhAeRaOeAgH+gCtFeQaAeQpGeQawSH?eAPxSQeAgH		[TJO]!,*p4	100.00%	5040/5040	8209ABAFFE
8211AAFBFF	TTILJZO	TILZ	T,[^S]p4{ILZ=1}	1		v115@9gwhEeBthlwhFeBtglwhGewwglwhFeywJeAgH		[TJO]!,*p4	99.25%	5002/5040	8209ABAFFF
8211AAFEFD	TTILJZO	TILO	T,[^S]p4{ILO=1}	00FC00823FAE2003808		v115@9gzhFeglRpGeglRpwwFehlywOeAgH		[TJZ]!,*p4	100.00%	5040/5040	8209ABBEFD
8211AAFEFE	TTILJZO	TILO	T,[^S]p4{ILO=1}	0AFCEA083F000380020		v115@DhzhGeilFewwglRpEeywRpJeAgH		[TJZ]!,*p4	100.00%	5040/5040	8209ABBEFE
8211AAFEFF	TTILJZO	TILO	T,[^S]p4{ILO=1}	1		v115@EhhlwhHeglwhRpEewwglwhRpDeywwhJeAgH		[TJZ]!,*p4	99.64%	5022/5040	8209ABBEFF
8211ABBBFE	TTILJZO	TIJZ	T,[^S]p4{IJZ=1}	082FE72FFFFE01C0020		v115@9gzhFeh0AtGeg0BtwwFeg0AtywOeAgHHhRawhHewhA?eQaGeglwhRaOeAgH		[TLO]!,*p4	100.00%	5040/5040	8209AAEFFE
8211ABBBFF	TTILJZO	TIJZ	T,[^S]p4{IJZ=1}	1		v115@9gwhh0Gewhg0BtFewhg0wwBtEewhywPeAgH		[TLO]!,*p4	100.00%	5040/5040	8209AAEFFF
8211ABBEFF	TTILJZO	TIJO	T,[^S]p4{IJO=1}	1		v115@9gh0Gewhg0Hewhg0wwEeRpwhywDeRpwhJeAgH		[TLZ]!,*p4	100.00%	5040/5040	8209AAFEFF
8211ABFAFE	TTILJZO	TIZO	T,[^S]p4{IZO=1}	0FC383FFFF000E3F000		v115@9gwhHewwwhGexwwhRpDeBtwwwhRpEeBtJeAgH		[TLJ]!,*p4	100.00%	5040/5040	8209ABEEFE
8211ABFAFF	TTILJZO	TIZO	T,[^S]p4{IZO=1}	1		v115@9gwhIewhIewhRpAewwBtCewhRpywBtLeAgH		[TLJ]!,*p4	99.76%	5028/5040	8209ABEEFF
8211AEBBFF	TTILJZO	TLJZ	T,[^S]p4{LJZ=1}	1		v115@9gilGeglAtGeg0BtwwFeg0AtywDeh0JeAgH9gBtgWF?eBtAPFeAtgWglwhQLEeAtAPwhBeQLCeglBPJeAgH		[TIO]!,*p4	99.88%	5034/5040	8209AEAFFF
8211AEBEFC	TTILJZO	TLJO	T,[^S]p4{LJO=1}	0000000FFFFC03F0000		v115@9gRpHeRpwwGeg0ywEegli0DeilJeAgH		[TIZ]!,*p4	99.96%	5038/5040	8209AEBEFD
8211AEBEFD	TTILJZO	TLJO	T,[^S]p4{LJO=1}	03FFC0BFEFEBFFFF2CB		v115@Ehi0wwFeRpg0xwEeRpglwwFeilJeAgHEhCPGeQaAew?SGeQpAewhGeCtJeAgH		[TIZ]!,*p4	99.84%	5032/5040	8209AEBEFC
8211AEBEFE	TTILJZO	TLJO	T,[^S]p4{LJO=1}	03F000CFFFFC03F030C		v115@9gilGeglRpFewwg0RpEexwi0FewwJeAgH		[TIZ]!,*p4	99.64%	5022/5040	8209AEBEFE
8211AEBEFF	TTILJZO	TLJO	T,[^S]p4{LJO=1}	0FFFFF8FEE2BF380E38		v115@GhglwwFeilxwCeg0BeRpwwDei0RpJeAgH		[TIZ]!,*p4	99.09%	4994/5040	8209AEBEFF
8211AEFAFE	TTILJZO	TLZO	T,[^S]p4{LZO=1}	0FEFEBFFFFB3FFFFB2C		v115@9gywGeglwwHeglBtEeRphlBtDeRpJeAgH9gySHeQaH?eglAewhGeglQpxhPeAgH		[TIJ]!,*p4	100.00%	5040/5040	8209AFAEFE
8211AEFAFF	TTILJZO	TLZO	T,[^S]p4{LZO=1}	1		v115@DhBthlGeBtglRpFewwglRpEeywJeAgH		[TIJ]!,*p4	100.00%	5040/5040	8209AFAEFF
8211AFBAFE	TTILJZO	TJZO	T,[^S]p4{JZO=1}	0000000000FFFFC0000		v115@9gRpBtFeRpwwBtEeg0ywFei0QeAgH		[TIL]!,*p4	100.00%	5040/5040	8209AEEEFE
8211AFBAFF	TTILJZO	TJZO	T,[^S]p4{JZO=1}	1		v115@9gh0Heg0BtGeg0wwBtDeRpywEeRpJeAgH		[TIL]!,*p4	100.00%	5040/5040	8209AEEEFF
8211EAFFFF	TTILJZO	TIL	T,[^S]p3{IL=1}	1		v115@EhhlwhHeglwhGewwglwhFeywwhJeAgH		[TJZO]!,*p3	99.88%	5034/5040	8209EBBFFF
8211EBBFFF	TTILJZO	TIJ	T,[^S]p3{IJ=1}	1		v115@HhwwIexwEei0wwDezhg0JeAgH		[TLZO]!,*p3	100.00%	5040/5040	8209EAFFFF
8211EBFBFF	TTILJZO	TIZ	T,[^S]p3{IZ=1}	1		v115@9gwhIewhIewhEewwBtAewhDeywBtJeAgH		[TLJO]!,*p3	100.00%	5040/5040	8209EBEFFF
8211EBFEFF	TTILJZO	TIO	T,[^S]p3{IO=1}	1		v115@GhwhIewhAewwEeRpwhywDeRpwhJeAgH		[TLJZ]!,*p3	100.00%	5040/5040	8209EBFEFF
8211EEBFFF	TTILJZO	TLJ	T,[^S]p3{LJ=1}	1		v115@9gh0Heg0Ieg0wwGeglywDeilJeAgH		[TIZO]!,*p3	99.13%	4996/5040	8209EEBFFF
8211EEFBFE	TTILJZO	TLZ	T,[^S]p3{LZ=1}	0BFEFFA		v115@9gywGeglwwHeglBtGehlBtPeAgH9gySHeQaHeglAew?hGeglQpxhPeAgH		[TIJO]!,*p3	100.00%	5040/5040	8209EFAFFE
8211EEFBFF	TTILJZO	TLZ	T,[^S]p3{LZ=1}	1		v115@DhBthlGeBtglHewwglGeywJeAgH		[TIJO]!,*p3	100.00%	5040/5040	8209EFAFFF
8211EEFEFF	TTILJZO	TLO	T,[^S]p3{LO=1}	1		v115@FhhlIeglRpFewwglRpEeywJeAgH		[TIJZ]!,*p3	100.00%	5040/5040	8209EFBEFF
8211EFBEFF	TTILJZO	TJO	T,[^S]p3{JO=1}	1		v115@9gh0Heg0Ieg0wwFeRpywEeRpJeAgH		[TILZ]!,*p3	100.00%	5040/5040	8209EEFEFF
8211EFFAFF	TTILJZO	TZO	T,[^S]p3{ZO=1}	1		v115@ShwwBtDeRpywBtCeRpJeAgH		[TILJ]!,*p3	100.00%	5040/5040	8209EFEEFF
8221AAEFFE	TTILSZO	TILS	T,[^J]p4{ILS=1}	0820AFCE83F00038020		v115@9gzhFeilGeglR4wwFeR4ywOeAgH		[TZO]!,*p4	96.94%	4886/5040	8241ABBBFE
8221AAEFFF	TTILSZO	TILS	T,[^J]p4{ILS=1}	1		v115@EhhlwhHeglwhEeR4wwglwhDeR4ywwhJeAgH		[TZO]!,*p4	94.44%	4760/5040	8241ABBBFF
8221AAFBFF	TTILSZO	TILZ	T,[^J]p4{ILZ=1}	1		v115@9gwhEeBthlwhFeBtglwhGewwglwhFeywJeAgH		[TSO]!,*p4	94.80%	4778/5040	8241ABAFFF
8221AAFEFD	TTILSZO	TILO	T,[^J]p4{ILO=1}	000000003FFFFFFFFC0		v115@EhilFewwglRpEeywRpFezhJeAgHEhxhQaGewhAegWH?eQagWFeyhKeAgH9gglRpDexSQaglRpwwBeQLxSQahlywSLg?WQazhBeiWQaJeAgH		[TSZ]!,*p4	97.94%	4936/5040	8241ABBEFD
8221AAFEFE	TTILSZO	TILO	T,[^J]p4{ILO=1}	0AFCEA8A3FAE2383828		v115@DhzhGeilFewwglRpEeywRpJeAgH9gzhBeTaglRpDei?WglRpwwBeQLgWxShlywSLxSJeAgH		[TSZ]!,*p4	97.26%	4902/5040	8241ABBEFE
8221AAFEFF	TTILSZO	TILO	T,[^J]p4{ILO=1}	1		v115@EhhlwhHeglwhRpEewwglwhRpDeywwhJeAgH		[TSZ]!,*p4	95.67%	4822/5040	8241ABBEFF
8221ABEBFF	TTILSZO	TISZ	T,[^J]p4{ISZ=1}	1		v115@9gBtGewhwwBtFewhxwR4EewhwwR4FewhJeAgH		[TLO]!,*p4	100.00%	5040/5040	8241ABEBFF
8221ABEEFE	TTILSZO	TISO	T,[^J]p4{ISO=1}	03F1C00FFFFC070FC00		v115@9gwwHewhxwGewhwwR4DeRpwhR4EeRpwhJeAgH		[TLZ]!,*p4	99.76%	5028/5040	8241ABFAFE
8221ABEEFF	TTILSZO	TISO	T,[^J]p4{ISO=1}	1		v115@GhwhwwHewhxwR4CeRpwhwwR4DeRpwhJeAgH		[TLZ]!,*p4	99.25%	5002/5040	8241ABFAFF
8221ABFAFF	TTILSZO	TIZO	T,[^J]p4{IZO=1}	1		v115@9gBtGewhwwBtFewhxwEeRpwhwwFeRpwhJeAgH		[TLS]!,*p4	98.69%	4974/5040	8241ABEEFF
8221AEEBFF	TTILSZO	TLSZ	T,[^J]p4{LSZ=1}	1		v115@DhBthlGeBtglFeR4wwglEeR4ywJeAgH		[TIO]!,*p4	97.98%	4938/5040	8241AFABFF
8221AEEEFB	TTILSZO	TLSO	T,[^J]p4{LSO=1}	0FFFFC0FC0000000000		v115@9gilGeglywFeRpwwR4EeRpR4PeAgH		[TIZ]!,*p4	99.84%	5032/5040	8241AFBAFB
8221AEEEFC	TTILSZO	TLSO	T,[^J]p4{LSO=1}	000000000003FFFF000		v115@DhR4RpEeR4wwRpFeywglGeilJeAgH		[TIZ]!,*p4	99.64%	5022/5040	8241AFBAFC
8221AEEEFD	TTILSZO	TLSO	T,[^J]p4{LSO=1}	01CFC0771FD7FFFF1C7		v115@BhR4DeglRpR4EeglRpwwFehlywOeAgH		[TIZ]!,*p4	96.63%	4870/5040	8241AFBAFD
8221AEEEFE	TTILSZO	TLSO	T,[^J]p4{LSO=1}	03F7000FEE280000000		v115@9gwwHeglxwEeilwwR4EeRpR4FeRpJeAgH		[TIZ]!,*p4	96.55%	4866/5040	8241AFBAFE
8221AEEEFF	TTILSZO	TLSO	T,[^J]p4{LSO=1}	0FFFFF8FEE2BF380E38		v115@OhilDeR4wwglRpCeR4ywRpJeAgH		[TIZ]!,*p4	96.19%	4848/5040	8241AFBAFF
8221AEFAFC	TTILSZO	TLZO	T,[^J]p4{LZO=1}	000001C7F503FFFF000		v115@FhRpGewwRpDeBtywglEeBtilJeAgH		[TIS]!,*p4	99.48%	5014/5040	8241AFAEFC
8221AEFAFD	TTILSZO	TLZO	T,[^J]p4{LZO=1}	071FD5C3F04FFFFF4D3		v115@GhAtFeRpBtEewwRpAtglDeywilJeAgH		[TIS]!,*p4	99.05%	4992/5040	8241AFAEFD
8221AEFAFE	TTILSZO	TLZO	T,[^J]p4{LZO=1}	0FFFFFFB8AE3FE00E38		v115@BhBtIeBtilFewwglRpEeywRpJeAgH		[TIS]!,*p4	96.63%	4870/5040	8241AFAEFE
